question_id,question_text,blooms_level,subject,verb_used,difficulty
BLOOM_02316,Recommend the architectural decisions made when deploying Garbage Collection Algorithms on edge devices.,Evaluate,Mathematics & Statistics,Recommend,Hard
BLOOM_02317,Construct a disaster recovery plan for mission-critical enterprise systems using Kafka Streaming Queues. Explain all assumptions made.,Create,Software Architecture,Construct,Hard
BLOOM_02318,Write an algorithm to Compute TCP/IP Packet Routing using data structures from Parquet Columnar Storage. Explain all assumptions made.,Apply,Cybersecurity,Compute,Medium
BLOOM_02319,Examine the impact of packet loss on Kafka Streaming Queues execution efficiency. Explain all assumptions made.,Analyze,Computer Science,Investigate,Medium-Hard
BLOOM_02320,Solve step-by-step calculations to determine the complexity of TCP/IP Packet Routing.,Apply,Business Analytics,Solve,Medium
BLOOM_02321,Implement how to scale PostgreSQL Query Optimization across a multi-node cluster.,Apply,Machine Learning,Implement,Medium
BLOOM_02322,"In your own words, Paraphrase the underlying mechanism of Transformer Attention Heads. Provide concrete examples from Physics.",Understand,Physics,Paraphrase,Easy-Medium
BLOOM_02323,Define the main differences between TCP/IP Packet Routing and Parquet Columnar Storage at a high level.,Remember,Business Analytics,Define,Easy
BLOOM_02324,Appraise the ethical and privacy implications of running RESTful Microservice Mesh on personal datasets.,Evaluate,Mathematics & Statistics,Appraise,Hard
BLOOM_02325,"Given a scenario with high latency, Use Parquet Columnar Storage to minimize processing time.",Apply,Software Architecture,Use,Medium
BLOOM_02326,Recall the fundamental principles of Redis In-Memory Caching.,Remember,Database Systems,Recall,Easy
BLOOM_02327,Assess the trade-offs of microservices vs monolithic architecture for B-Trees and Indexing.,Evaluate,Chemistry,Assess,Hard
BLOOM_02328,Devise a comprehensive system architecture combining PostgreSQL Query Optimization and RESTful Microservice Mesh. Provide concrete examples from Computer Science.,Create,Computer Science,Devise,Hard
BLOOM_02329,Devise a full database schema designed to support high-throughput MapReduce ETL Pipelines operations. Provide concrete examples from Electrical Engineering.,Create,Electrical Engineering,Devise,Hard
BLOOM_02330,Solve a python script to process Gradient Boosting Decision Trees using streaming data streams.,Apply,Cybersecurity,Solve,Medium
BLOOM_02331,Contrast the relationship between Consensus Protocols (Raft/Paxos) and CAP Theorem in system design.,Understand,Data Engineering,Contrast,Easy-Medium
BLOOM_02332,Formulate a comprehensive system architecture combining Kafka Streaming Queues and CAP Theorem.,Create,Software Architecture,Formulate,Hard
BLOOM_02333,Examine the impact of packet loss on PostgreSQL Query Optimization execution efficiency.,Analyze,Electrical Engineering,Deconstruct,Medium-Hard
BLOOM_02334,List the primary components of a Apache Spark Distributed Datasets architecture. Explain all assumptions made.,Remember,Physics,List,Easy
BLOOM_02335,Judge whether PostgreSQL Query Optimization or OAuth 2.0 Authentication is better suited for sub-millisecond query responses.,Evaluate,Chemistry,Judge,Hard
BLOOM_02336,Compare how failure modes in Transformer Attention Heads impact system resilience and availability. Explain all assumptions made.,Analyze,Cybersecurity,Compare,Medium-Hard
BLOOM_02337,Differentiate how failure modes in MapReduce ETL Pipelines impact system resilience and availability.,Analyze,Business Analytics,Differentiate,Medium-Hard
BLOOM_02338,"Given a scenario with high latency, Demonstrate Kafka Streaming Queues to minimize processing time.",Apply,Database Systems,Demonstrate,Medium
BLOOM_02339,Formulate a original algorithm to solve the NP-hard constraint in MapReduce ETL Pipelines. Explain all assumptions made.,Create,Mathematics & Statistics,Construct,Hard
BLOOM_02340,Appraise the robustness of the fault-tolerance mechanism in MapReduce ETL Pipelines.,Evaluate,Machine Learning,Assess,Hard
BLOOM_02341,Construct the optimal parameters for Transformer Attention Heads given a dataset of size N=10.,Apply,Biology & Genomics,Construct,Medium
BLOOM_02342,Devise a full database schema designed to support high-throughput Linear Regression & Regularization operations.,Create,Machine Learning,Devise,Hard
BLOOM_02343,Interpret why Docker & Kubernetes Orchestration is preferred over Gradient Boosting Decision Trees for distributed processing.,Understand,Machine Learning,Interpret,Easy-Medium
BLOOM_02344,Appraise the robustness of the fault-tolerance mechanism in PostgreSQL Query Optimization. Provide concrete examples from Database Systems.,Evaluate,Database Systems,Assess,Hard
BLOOM_02345,State the fundamental principles of TCP/IP Packet Routing. Provide concrete examples from Machine Learning.,Remember,Machine Learning,State,Easy
BLOOM_02346,Justify the ethical and privacy implications of running Garbage Collection Algorithms on personal datasets. Provide concrete examples from Software Architecture.,Evaluate,Software Architecture,Justify,Hard
BLOOM_02347,Appraise whether Transformer Attention Heads or B-Trees and Indexing is better suited for sub-millisecond query responses.,Evaluate,Chemistry,Appraise,Hard
BLOOM_02348,Compare and contrast the space vs time complexity of Redis In-Memory Caching and Garbage Collection Algorithms. Explain all assumptions made.,Analyze,Machine Learning,Compare,Medium-Hard
BLOOM_02349,"Given a scenario with high latency, Compute Parquet Columnar Storage to minimize processing time.",Apply,Electrical Engineering,Compute,Medium
BLOOM_02350,Calculate how to scale CAP Theorem across a multi-node cluster.,Apply,Computer Science,Calculate,Medium
BLOOM_02351,Examine the impact of packet loss on TensorFlow Computational Graphs execution efficiency. Provide concrete examples from Mathematics & Statistics.,Analyze,Mathematics & Statistics,Investigate,Medium-Hard
BLOOM_02352,Investigate empirical benchmark results of Redis In-Memory Caching across different hardware configurations. Provide concrete examples from Mathematics & Statistics.,Analyze,Mathematics & Statistics,Investigate,Medium-Hard
BLOOM_02353,Discuss the relationship between PostgreSQL Query Optimization and Redis In-Memory Caching in system design. Explain all assumptions made.,Understand,Data Engineering,Discuss,Easy-Medium
BLOOM_02354,Critique the trade-offs of microservices vs monolithic architecture for CAP Theorem. Provide concrete examples from Business Analytics.,Evaluate,Business Analytics,Critique,Hard
BLOOM_02355,Synthesize existing research on Vector Embeddings & RAG to build an improved protocol for CAP Theorem.,Create,Business Analytics,Develop,Hard
BLOOM_02356,Describe three key characteristics of Asynchronous I/O Event Loops. Provide concrete examples from Physics.,Remember,Physics,Describe,Easy
BLOOM_02357,Identify four common application scenarios for PostgreSQL Query Optimization. Explain all assumptions made.,Remember,Data Engineering,Identify,Easy
BLOOM_02358,Calculate step-by-step calculations to determine the complexity of Gradient Boosting Decision Trees. Explain all assumptions made.,Apply,Data Engineering,Calculate,Medium
BLOOM_02359,Describe the standard definition of B-Trees and Indexing in modern systems.,Remember,Mathematics & Statistics,Describe,Easy
BLOOM_02360,Assess the ethical and privacy implications of running Gradient Boosting Decision Trees on personal datasets. Provide concrete examples from Database Systems.,Evaluate,Database Systems,Assess,Hard
BLOOM_02361,Explain how TensorFlow Computational Graphs operates under high concurrency or heavy load.,Understand,Cybersecurity,Explain,Easy-Medium
BLOOM_02362,Apply the principles of TensorFlow Computational Graphs to solve an out-of-memory exception in big data pipelines.,Apply,Biology & Genomics,Apply,Medium
BLOOM_02363,Critique the cost-benefit analysis of cloud deployment for RESTful Microservice Mesh workloads.,Evaluate,Software Architecture,Critique,Hard
BLOOM_02364,Differentiate the security vulnerabilities inherent in implementing TensorFlow Computational Graphs. Explain all assumptions made.,Analyze,Physics,Differentiate,Medium-Hard
BLOOM_02365,Paraphrase the core workflow when executing TCP/IP Packet Routing in production. Provide concrete examples from Biology & Genomics.,Understand,Biology & Genomics,Paraphrase,Easy-Medium
BLOOM_02366,Apply the principles of CAP Theorem to solve an out-of-memory exception in big data pipelines. Explain all assumptions made.,Apply,Physics,Construct,Medium
BLOOM_02367,List the fundamental principles of Zero-Knowledge Proofs.,Remember,Chemistry,List,Easy
BLOOM_02368,Define the main differences between Vector Embeddings & RAG and Zero-Knowledge Proofs at a high level. Explain all assumptions made.,Remember,Cybersecurity,Define,Easy
BLOOM_02369,Propose an innovative caching strategy to reduce latency in MapReduce ETL Pipelines by 50%.,Create,Cybersecurity,Devise,Hard
BLOOM_02370,Implement a python script to process Consensus Protocols (Raft/Paxos) using streaming data streams. Provide concrete examples from Database Systems.,Apply,Database Systems,Implement,Medium
BLOOM_02371,Assess the ethical and privacy implications of running Consensus Protocols (Raft/Paxos) on personal datasets.,Evaluate,Physics,Assess,Hard
BLOOM_02372,Interpret the relationship between CAP Theorem and PyTorch Autograd in system design.,Understand,Electrical Engineering,Interpret,Easy-Medium
BLOOM_02373,Outline the term 'PostgreSQL Query Optimization' as defined in standard textbooks. Explain all assumptions made.,Remember,Data Engineering,Outline,Easy
BLOOM_02374,Deconstruct the architecture of Vector Embeddings & RAG into its constituent microservices. Explain all assumptions made.,Analyze,Software Architecture,Investigate,Medium-Hard
BLOOM_02375,Propose an innovative caching strategy to reduce latency in Zero-Knowledge Proofs by 50%. Explain all assumptions made.,Create,Cybersecurity,Propose,Hard
BLOOM_02376,Propose an innovative caching strategy to reduce latency in TensorFlow Computational Graphs by 50%. Provide concrete examples from Machine Learning.,Create,Machine Learning,Develop,Hard
BLOOM_02377,Examine the impact of packet loss on Kafka Streaming Queues execution efficiency.,Analyze,Business Analytics,Analyze,Medium-Hard
BLOOM_02378,Propose a novel fault-tolerant data pipeline for processing 10 million events/sec using RESTful Microservice Mesh. Provide concrete examples from Electrical Engineering.,Create,Electrical Engineering,Propose,Hard
BLOOM_02379,Recommend the trade-offs of microservices vs monolithic architecture for OAuth 2.0 Authentication.,Evaluate,Software Architecture,Recommend,Hard
BLOOM_02380,Appraise the ethical and privacy implications of running CAP Theorem on personal datasets.,Evaluate,Machine Learning,Appraise,Hard
BLOOM_02381,Validate the statistical significance of test results obtained from Asynchronous I/O Event Loops. Explain all assumptions made.,Evaluate,Electrical Engineering,Appraise,Hard
BLOOM_02382,Validate the statistical significance of test results obtained from Garbage Collection Algorithms.,Evaluate,Database Systems,Validate,Hard
BLOOM_02383,Solve step-by-step calculations to determine the complexity of OAuth 2.0 Authentication. Explain all assumptions made.,Apply,Business Analytics,Solve,Medium
BLOOM_02384,Name the fundamental principles of TCP/IP Packet Routing.,Remember,Physics,Name,Easy
BLOOM_02385,Paraphrase the main trade-offs associated with using Zero-Knowledge Proofs. Explain all assumptions made.,Understand,Physics,Paraphrase,Easy-Medium
BLOOM_02386,Propose a comprehensive system architecture combining Asynchronous I/O Event Loops and TCP/IP Packet Routing.,Create,Machine Learning,Propose,Hard
BLOOM_02387,Classify how error handling is managed within Asynchronous I/O Event Loops.,Understand,Business Analytics,Classify,Easy-Medium
BLOOM_02388,Develop a disaster recovery plan for mission-critical enterprise systems using Parquet Columnar Storage. Provide concrete examples from Electrical Engineering.,Create,Electrical Engineering,Develop,Hard
BLOOM_02389,Solve the optimal parameters for B-Trees and Indexing given a dataset of size N=500. Provide concrete examples from Database Systems.,Apply,Database Systems,Solve,Medium
BLOOM_02390,Examine the impact of packet loss on Parquet Columnar Storage execution efficiency.,Analyze,Business Analytics,Analyze,Medium-Hard
BLOOM_02391,Devise an end-to-end framework for automated model evaluation in Transformer Attention Heads. Provide concrete examples from Mathematics & Statistics.,Create,Mathematics & Statistics,Devise,Hard
BLOOM_02392,Investigate the security vulnerabilities inherent in implementing Redis In-Memory Caching.,Analyze,Machine Learning,Investigate,Medium-Hard
BLOOM_02393,Propose an innovative caching strategy to reduce latency in Apache Spark Distributed Datasets by 50%.,Create,Cybersecurity,Propose,Hard
BLOOM_02394,Validate whether PyTorch Autograd or Garbage Collection Algorithms is better suited for sub-millisecond query responses. Provide concrete examples from Database Systems.,Evaluate,Database Systems,Validate,Hard
BLOOM_02395,Analyze and contrast the space vs time complexity of GraphQL vs REST APIs and CAP Theorem. Provide concrete examples from Business Analytics.,Analyze,Business Analytics,Analyze,Medium-Hard
BLOOM_02396,Apply the principles of Garbage Collection Algorithms to solve an out-of-memory exception in big data pipelines. Provide concrete examples from Database Systems.,Apply,Database Systems,Solve,Medium
BLOOM_02397,Recommend the architectural decisions made when deploying Garbage Collection Algorithms on edge devices.,Evaluate,Database Systems,Recommend,Hard
BLOOM_02398,Outline three key characteristics of Apache Spark Distributed Datasets.,Remember,Database Systems,Outline,Easy
BLOOM_02399,Investigate the root causes of data drift in MapReduce ETL Pipelines pipelines over time. Provide concrete examples from Physics.,Analyze,Physics,Investigate,Medium-Hard
BLOOM_02400,Demonstrate how to scale Zero-Knowledge Proofs across a multi-node cluster.,Apply,Data Engineering,Demonstrate,Medium
BLOOM_02401,Formulate a original algorithm to solve the NP-hard constraint in Linear Regression & Regularization.,Create,Software Architecture,Develop,Hard
BLOOM_02402,Analyze empirical benchmark results of Vector Embeddings & RAG across different hardware configurations.,Analyze,Machine Learning,Analyze,Medium-Hard
BLOOM_02403,Differentiate the bottleneck performance when OAuth 2.0 Authentication interacts with Docker & Kubernetes Orchestration. Explain all assumptions made.,Analyze,Machine Learning,Differentiate,Medium-Hard
BLOOM_02404,List the term 'Parquet Columnar Storage' as defined in standard textbooks. Provide concrete examples from Mathematics & Statistics.,Remember,Mathematics & Statistics,List,Easy
BLOOM_02405,Compute a python script to process TensorFlow Computational Graphs using streaming data streams. Provide concrete examples from Cybersecurity.,Apply,Cybersecurity,Compute,Medium
BLOOM_02406,Construct a comprehensive system architecture combining PostgreSQL Query Optimization and Transformer Attention Heads.,Create,Business Analytics,Construct,Hard
BLOOM_02407,Judge whether Garbage Collection Algorithms or MapReduce ETL Pipelines is better suited for sub-millisecond query responses.,Evaluate,Business Analytics,Judge,Hard
BLOOM_02408,Explain the significance of PyTorch Autograd in real-time data pipelines.,Understand,Data Engineering,Explain,Easy-Medium
BLOOM_02409,"In your own words, Paraphrase the underlying mechanism of Kafka Streaming Queues.",Understand,Cybersecurity,Paraphrase,Easy-Medium
BLOOM_02410,Investigate how failure modes in Zero-Knowledge Proofs impact system resilience and availability.,Analyze,Biology & Genomics,Investigate,Medium-Hard
BLOOM_02411,Validate the statistical significance of test results obtained from B-Trees and Indexing.,Evaluate,Biology & Genomics,Validate,Hard
BLOOM_02412,Design a comprehensive system architecture combining Consensus Protocols (Raft/Paxos) and PostgreSQL Query Optimization. Explain all assumptions made.,Create,Data Engineering,Design,Hard
BLOOM_02413,Develop a disaster recovery plan for mission-critical enterprise systems using Vector Embeddings & RAG. Explain all assumptions made.,Create,Mathematics & Statistics,Develop,Hard
BLOOM_02414,List four common application scenarios for TensorFlow Computational Graphs. Provide concrete examples from Data Engineering.,Remember,Data Engineering,List,Easy
BLOOM_02415,Appraise the robustness of the fault-tolerance mechanism in TensorFlow Computational Graphs.,Evaluate,Software Architecture,Appraise,Hard
BLOOM_02416,Explain the significance of OAuth 2.0 Authentication in real-time data pipelines. Explain all assumptions made.,Understand,Mathematics & Statistics,Explain,Easy-Medium
BLOOM_02417,Name three key characteristics of Asynchronous I/O Event Loops. Provide concrete examples from Database Systems.,Remember,Database Systems,Name,Easy
BLOOM_02418,Apply the principles of Docker & Kubernetes Orchestration to solve an out-of-memory exception in big data pipelines.,Apply,Electrical Engineering,Construct,Medium
BLOOM_02419,Identify the term 'Kafka Streaming Queues' as defined in standard textbooks.,Remember,Database Systems,Identify,Easy
BLOOM_02420,Categorize empirical benchmark results of PyTorch Autograd across different hardware configurations.,Analyze,Chemistry,Categorize,Medium-Hard
BLOOM_02421,Use how to scale Asynchronous I/O Event Loops across a multi-node cluster.,Apply,Software Architecture,Use,Medium
BLOOM_02422,Apply the principles of PostgreSQL Query Optimization to solve an out-of-memory exception in big data pipelines.,Apply,Physics,Compute,Medium
BLOOM_02423,Calculate the optimal parameters for Parquet Columnar Storage given a dataset of size N=1000.,Apply,Physics,Calculate,Medium
BLOOM_02424,Define the term 'Kafka Streaming Queues' as defined in standard textbooks. Provide concrete examples from Machine Learning.,Remember,Machine Learning,Define,Easy
BLOOM_02425,Paraphrase the relationship between TCP/IP Packet Routing and Transformer Attention Heads in system design.,Understand,Physics,Paraphrase,Easy-Medium
BLOOM_02426,Apply the principles of CAP Theorem to solve an out-of-memory exception in big data pipelines.,Apply,Computer Science,Demonstrate,Medium
BLOOM_02427,Identify the main differences between Asynchronous I/O Event Loops and RESTful Microservice Mesh at a high level. Explain all assumptions made.,Remember,Business Analytics,Identify,Easy
BLOOM_02428,Critique the trade-offs of microservices vs monolithic architecture for Zero-Knowledge Proofs.,Evaluate,Chemistry,Critique,Hard
BLOOM_02429,Justify the architectural decisions made when deploying Kafka Streaming Queues on edge devices.,Evaluate,Data Engineering,Justify,Hard
BLOOM_02430,Name four common application scenarios for Linear Regression & Regularization. Explain all assumptions made.,Remember,Machine Learning,Name,Easy
BLOOM_02431,Analyze and contrast the space vs time complexity of CAP Theorem and Gradient Boosting Decision Trees.,Analyze,Biology & Genomics,Analyze,Medium-Hard
BLOOM_02432,Develop a disaster recovery plan for mission-critical enterprise systems using Vector Embeddings & RAG.,Create,Mathematics & Statistics,Develop,Hard
BLOOM_02433,Critique the ethical and privacy implications of running OAuth 2.0 Authentication on personal datasets.,Evaluate,Business Analytics,Critique,Hard
BLOOM_02434,Validate the statistical significance of test results obtained from CAP Theorem.,Evaluate,Machine Learning,Justify,Hard
BLOOM_02435,Compute the theoretical throughput of Convolutional Neural Networks when bandwidth is limited to 5000 Mbps.,Apply,Database Systems,Compute,Medium
BLOOM_02436,Propose an innovative caching strategy to reduce latency in PyTorch Autograd by 50%. Provide concrete examples from Electrical Engineering.,Create,Electrical Engineering,Synthesize,Hard
BLOOM_02437,Paraphrase why PostgreSQL Query Optimization is preferred over Vector Embeddings & RAG for distributed processing.,Understand,Data Engineering,Paraphrase,Easy-Medium
BLOOM_02438,Apply the optimal parameters for PyTorch Autograd given a dataset of size N=10000.,Apply,Chemistry,Apply,Medium
BLOOM_02439,Formulate a original algorithm to solve the NP-hard constraint in Kafka Streaming Queues.,Create,Chemistry,Propose,Hard
BLOOM_02440,Examine and contrast the space vs time complexity of TCP/IP Packet Routing and OAuth 2.0 Authentication. Provide concrete examples from Data Engineering.,Analyze,Data Engineering,Examine,Medium-Hard
BLOOM_02441,Critique the trade-offs of microservices vs monolithic architecture for Apache Spark Distributed Datasets. Provide concrete examples from Cybersecurity.,Evaluate,Cybersecurity,Critique,Hard
BLOOM_02442,Solve a python script to process Consensus Protocols (Raft/Paxos) using streaming data streams.,Apply,Physics,Solve,Medium
BLOOM_02443,Discuss the main trade-offs associated with using Vector Embeddings & RAG. Provide concrete examples from Mathematics & Statistics.,Understand,Mathematics & Statistics,Discuss,Easy-Medium
BLOOM_02444,Develop a comprehensive system architecture combining B-Trees and Indexing and Transformer Attention Heads.,Create,Business Analytics,Develop,Hard
BLOOM_02445,Apply the principles of Kafka Streaming Queues to solve an out-of-memory exception in big data pipelines.,Apply,Mathematics & Statistics,Demonstrate,Medium
BLOOM_02446,Write an algorithm to Compute Convolutional Neural Networks using data structures from Zero-Knowledge Proofs.,Apply,Physics,Compute,Medium
BLOOM_02447,Design a disaster recovery plan for mission-critical enterprise systems using Consensus Protocols (Raft/Paxos).,Create,Cybersecurity,Design,Hard
BLOOM_02448,Identify the standard definition of Consensus Protocols (Raft/Paxos) in modern systems.,Remember,Electrical Engineering,Identify,Easy
BLOOM_02449,Validate the statistical significance of test results obtained from Transformer Attention Heads.,Evaluate,Business Analytics,Judge,Hard
BLOOM_02450,Critique the proposed data engineering pipeline for Consensus Protocols (Raft/Paxos) regarding data integrity.,Evaluate,Biology & Genomics,Appraise,Hard
BLOOM_02451,Critique the proposed data engineering pipeline for CAP Theorem regarding data integrity. Explain all assumptions made.,Evaluate,Chemistry,Judge,Hard
BLOOM_02452,Compare the bottleneck performance when Transformer Attention Heads interacts with Consensus Protocols (Raft/Paxos).,Analyze,Data Engineering,Compare,Medium-Hard
BLOOM_02453,Write an algorithm to Implement Gradient Boosting Decision Trees using data structures from Zero-Knowledge Proofs.,Apply,Machine Learning,Implement,Medium
BLOOM_02454,Justify the architectural decisions made when deploying CAP Theorem on edge devices.,Evaluate,Cybersecurity,Justify,Hard
BLOOM_02455,Analyze the security vulnerabilities inherent in implementing Zero-Knowledge Proofs.,Analyze,Machine Learning,Analyze,Medium-Hard
BLOOM_02456,Recall three key characteristics of CAP Theorem. Provide concrete examples from Machine Learning.,Remember,Machine Learning,Recall,Easy
BLOOM_02457,Summarize the core workflow when executing MapReduce ETL Pipelines in production.,Understand,Computer Science,Summarize,Easy-Medium
BLOOM_02458,Analyze the bottleneck performance when Asynchronous I/O Event Loops interacts with RESTful Microservice Mesh.,Analyze,Computer Science,Analyze,Medium-Hard
BLOOM_02459,Synthesize existing research on MapReduce ETL Pipelines to build an improved protocol for Zero-Knowledge Proofs. Explain all assumptions made.,Create,Data Engineering,Construct,Hard
BLOOM_02460,Categorize the root causes of data drift in Convolutional Neural Networks pipelines over time.,Analyze,Database Systems,Categorize,Medium-Hard
BLOOM_02461,Contrast why Asynchronous I/O Event Loops is preferred over Convolutional Neural Networks for distributed processing.,Understand,Cybersecurity,Contrast,Easy-Medium
BLOOM_02462,Critique the proposed data engineering pipeline for GraphQL vs REST APIs regarding data integrity.,Evaluate,Software Architecture,Judge,Hard
BLOOM_02463,Develop a comprehensive system architecture combining MapReduce ETL Pipelines and Vector Embeddings & RAG. Explain all assumptions made.,Create,Computer Science,Develop,Hard
BLOOM_02464,Compare the bottleneck performance when Docker & Kubernetes Orchestration interacts with OAuth 2.0 Authentication.,Analyze,Mathematics & Statistics,Compare,Medium-Hard
BLOOM_02465,Identify the fundamental principles of Convolutional Neural Networks.,Remember,Biology & Genomics,Identify,Easy
BLOOM_02466,Differentiate the root causes of data drift in MapReduce ETL Pipelines pipelines over time.,Analyze,Data Engineering,Differentiate,Medium-Hard
BLOOM_02467,List the standard definition of MapReduce ETL Pipelines in modern systems.,Remember,Database Systems,List,Easy
BLOOM_02468,Assess the ethical and privacy implications of running Asynchronous I/O Event Loops on personal datasets.,Evaluate,Computer Science,Assess,Hard
BLOOM_02469,Interpret how error handling is managed within Gradient Boosting Decision Trees. Provide concrete examples from Business Analytics.,Understand,Business Analytics,Interpret,Easy-Medium
BLOOM_02470,Appraise the robustness of the fault-tolerance mechanism in Apache Spark Distributed Datasets.,Evaluate,Machine Learning,Judge,Hard
BLOOM_02471,Validate the trade-offs of microservices vs monolithic architecture for Asynchronous I/O Event Loops.,Evaluate,Chemistry,Validate,Hard
BLOOM_02472,Identify the fundamental principles of Zero-Knowledge Proofs.,Remember,Mathematics & Statistics,Identify,Easy
BLOOM_02473,Appraise the robustness of the fault-tolerance mechanism in Linear Regression & Regularization. Provide concrete examples from Computer Science.,Evaluate,Computer Science,Validate,Hard
BLOOM_02474,State the term 'OAuth 2.0 Authentication' as defined in standard textbooks.,Remember,Biology & Genomics,State,Easy
BLOOM_02475,Critique the proposed data engineering pipeline for MapReduce ETL Pipelines regarding data integrity. Explain all assumptions made.,Evaluate,Physics,Recommend,Hard
BLOOM_02476,Critique the proposed data engineering pipeline for PyTorch Autograd regarding data integrity.,Evaluate,Data Engineering,Assess,Hard
BLOOM_02477,Describe four common application scenarios for Redis In-Memory Caching. Explain all assumptions made.,Remember,Chemistry,Describe,Easy
BLOOM_02478,"Given a scenario with high latency, Construct CAP Theorem to minimize processing time.",Apply,Data Engineering,Construct,Medium
BLOOM_02479,Discuss why Linear Regression & Regularization is preferred over Zero-Knowledge Proofs for distributed processing.,Understand,Cybersecurity,Discuss,Easy-Medium
BLOOM_02480,Summarize the core workflow when executing TCP/IP Packet Routing in production.,Understand,Cybersecurity,Summarize,Easy-Medium
BLOOM_02481,Synthesize a full database schema designed to support high-throughput PostgreSQL Query Optimization operations.,Create,Database Systems,Synthesize,Hard
BLOOM_02482,Apply a python script to process TensorFlow Computational Graphs using streaming data streams. Provide concrete examples from Mathematics & Statistics.,Apply,Mathematics & Statistics,Apply,Medium
BLOOM_02483,Critique the proposed data engineering pipeline for TCP/IP Packet Routing regarding data integrity.,Evaluate,Mathematics & Statistics,Justify,Hard
BLOOM_02484,List the term 'Linear Regression & Regularization' as defined in standard textbooks. Explain all assumptions made.,Remember,Software Architecture,List,Easy
BLOOM_02485,Summarize the core workflow when executing TCP/IP Packet Routing in production. Provide concrete examples from Database Systems.,Understand,Database Systems,Summarize,Easy-Medium
BLOOM_02486,Appraise the cost-benefit analysis of cloud deployment for Docker & Kubernetes Orchestration workloads. Provide concrete examples from Biology & Genomics.,Evaluate,Biology & Genomics,Appraise,Hard
BLOOM_02487,Critique the proposed data engineering pipeline for Linear Regression & Regularization regarding data integrity. Explain all assumptions made.,Evaluate,Machine Learning,Judge,Hard
BLOOM_02488,Analyze the security vulnerabilities inherent in implementing OAuth 2.0 Authentication. Provide concrete examples from Business Analytics.,Analyze,Business Analytics,Analyze,Medium-Hard
BLOOM_02489,Calculate the optimal parameters for Zero-Knowledge Proofs given a dataset of size N=10.,Apply,Data Engineering,Calculate,Medium
BLOOM_02490,What is the mathematical formulation of TensorFlow Computational Graphs?,Remember,Machine Learning,List,Easy
BLOOM_02491,Paraphrase the relationship between Zero-Knowledge Proofs and PostgreSQL Query Optimization in system design. Provide concrete examples from Computer Science.,Understand,Computer Science,Paraphrase,Easy-Medium
BLOOM_02492,Analyze the security vulnerabilities inherent in implementing GraphQL vs REST APIs. Provide concrete examples from Cybersecurity.,Analyze,Cybersecurity,Analyze,Medium-Hard
BLOOM_02493,Differentiate the root causes of data drift in Zero-Knowledge Proofs pipelines over time.,Analyze,Business Analytics,Differentiate,Medium-Hard
BLOOM_02494,Paraphrase the core workflow when executing Asynchronous I/O Event Loops in production.,Understand,Cybersecurity,Paraphrase,Easy-Medium
BLOOM_02495,Differentiate and contrast the space vs time complexity of Docker & Kubernetes Orchestration and Redis In-Memory Caching.,Analyze,Cybersecurity,Differentiate,Medium-Hard
BLOOM_02496,Formulate a original algorithm to solve the NP-hard constraint in Gradient Boosting Decision Trees.,Create,Chemistry,Design,Hard
BLOOM_02497,Develop a comprehensive system architecture combining Docker & Kubernetes Orchestration and OAuth 2.0 Authentication. Provide concrete examples from Computer Science.,Create,Computer Science,Develop,Hard
BLOOM_02498,Appraise the robustness of the fault-tolerance mechanism in RESTful Microservice Mesh.,Evaluate,Software Architecture,Judge,Hard
BLOOM_02499,Synthesize a disaster recovery plan for mission-critical enterprise systems using Asynchronous I/O Event Loops. Explain all assumptions made.,Create,Database Systems,Synthesize,Hard
BLOOM_02500,Appraise the robustness of the fault-tolerance mechanism in Garbage Collection Algorithms.,Evaluate,Database Systems,Critique,Hard
BLOOM_02501,Appraise the architectural decisions made when deploying Docker & Kubernetes Orchestration on edge devices.,Evaluate,Biology & Genomics,Appraise,Hard
BLOOM_02502,Discuss the main trade-offs associated with using Parquet Columnar Storage.,Understand,Physics,Discuss,Easy-Medium
BLOOM_02503,Use a python script to process PyTorch Autograd using streaming data streams. Provide concrete examples from Chemistry.,Apply,Chemistry,Use,Medium
BLOOM_02504,Apply the theoretical throughput of B-Trees and Indexing when bandwidth is limited to 500 Mbps. Provide concrete examples from Mathematics & Statistics.,Apply,Mathematics & Statistics,Apply,Medium
BLOOM_02505,Justify whether Convolutional Neural Networks or Zero-Knowledge Proofs is better suited for sub-millisecond query responses.,Evaluate,Cybersecurity,Justify,Hard
BLOOM_02506,Describe the main differences between MapReduce ETL Pipelines and Linear Regression & Regularization at a high level. Provide concrete examples from Biology & Genomics.,Remember,Biology & Genomics,Describe,Easy
BLOOM_02507,Explain why PyTorch Autograd is preferred over Garbage Collection Algorithms for distributed processing. Provide concrete examples from Data Engineering.,Understand,Data Engineering,Explain,Easy-Medium
BLOOM_02508,Formulate a original algorithm to solve the NP-hard constraint in Redis In-Memory Caching. Explain all assumptions made.,Create,Mathematics & Statistics,Design,Hard
BLOOM_02509,Formulate a original algorithm to solve the NP-hard constraint in MapReduce ETL Pipelines.,Create,Electrical Engineering,Formulate,Hard
BLOOM_02510,Compute the optimal parameters for Kafka Streaming Queues given a dataset of size N=10. Explain all assumptions made.,Apply,Electrical Engineering,Compute,Medium
BLOOM_02511,Use a python script to process Kafka Streaming Queues using streaming data streams.,Apply,Computer Science,Use,Medium
