question_id,question_number,subject,question_text,predicted_blooms_level,confidence_score,cognitive_depth,identified_action_verb,estimated_difficulty,word_count
BANK_0645,Q45,Mathematics,[Mathematics Item #45] Find the number of integers between 1 and 500 that are divisible by 3 or 5 or 7 using inclusion-exclusion. (Variant B1),Understand,0.5,2,N/A,Medium,25
BANK_0646,Q46,Mathematics,[Mathematics Item #46] How many distinct positive integral factors does 2014 have? (Variant B1),Understand,0.5,2,N/A,Easy,14
BANK_0647,Q47,Mathematics,[Mathematics Item #47] In how many ways can 5 blue balls and 5 red balls be distributed into n distinct boxes? (Variant B1),Understand,0.5,2,N/A,Medium,23
BANK_0648,Q48,Mathematics,[Mathematics Item #48] Two fair dice are rolled simultaneously. What is the probability of getting a sum equal to 7? (Variant B1),Remember,0.98,1,what is,Medium,22
BANK_0649,Q49,Mathematics,[Mathematics Item #49] A bag contains 10 red balls and 15 blue balls. Two balls are drawn without replacement. Calculate probability both are red. (Variant B1),Apply,0.98,3,calculate,Medium,26
BANK_0650,Q50,Mathematics,[Mathematics Item #50] Let X be a random variable with Poisson distribution mean 3. Find the probability P(X < 3). (Variant B1),Understand,0.5,2,N/A,Medium,22
BANK_0651,Q51,Mathematics,[Mathematics Item #51] Evaluate the limit lim x->0 (x^3 - sin(x)) / x^3 using L'Hopital's Rule. (Variant B1),Evaluate,0.98,5,evaluate,Hard,18
BANK_0652,Q52,Mathematics,[Mathematics Item #52] Find the local maxima and minima of function f(x) = x^3 - 6x^2 + 9x + 15. (Variant B1),Understand,0.5,2,N/A,Medium,22
BANK_0653,Q53,Mathematics,[Mathematics Item #53] Let A be an n x n idempotent matrix (A^2 = A). Prove that rank(A) = trace(A). (Variant B1),Understand,0.5,2,N/A,Medium,22
BANK_0654,Q54,Mathematics,[Mathematics Item #54] Calculate the chromatic number of a complete graph K_n. (Variant B1),Apply,0.98,3,calculate,Medium,14
BANK_0655,Q55,Mathematics,"[Mathematics Item #55] Prove that in every undirected graph, the number of vertices with odd degree is even. (Variant B1)",Understand,0.5,2,N/A,Medium,20
BANK_0656,Q56,Mathematics,[Mathematics Item #56] Show that the language L = {a^n b^n | n >= 0} is not regular using the pumping lemma. (Variant B1),Understand,0.5,2,N/A,Medium,24
BANK_0657,Q57,Mathematics,[Mathematics Item #57] Find the inverse of a 3x3 matrix A using Gaussian elimination. (Variant B1),Understand,0.5,2,N/A,Easy,16
BANK_0658,Q58,Mathematics,[Mathematics Item #58] Define Bayes' Theorem and calculate posterior probability given prior distributions. (Variant B1),Apply,0.6,3,calculate,Medium,15
BANK_0659,Q59,Mathematics,[Mathematics Item #59] Calculate the number of spanning trees in a complete graph with 5 vertices using Cayley's formula. (Variant B1),Apply,0.98,3,calculate,Medium,21
BANK_0660,Q60,Mathematics,[Mathematics Item #60] Solve the recurrence relation T(n) = 2T(n/2) + O(n) using the Master Theorem. (Variant B1),Apply,0.98,3,solve,Medium,18
BANK_0661,Q61,Mathematics,[Mathematics Item #61] Let p and q be propositions. Represent 'Fail grade cannot be given when student scores more than 50% marks' in propositional logic. (Variant B2),Remember,0.98,1,when,Medium,27
BANK_0662,Q62,Mathematics,"[Mathematics Item #62] Geetha has a conjecture about integers of the form ∀x[P(x) ⇒ ∃y Q(x,y)]. Which option implies this conjecture? (Variant B2)",Understand,0.5,2,N/A,Medium,23
BANK_0663,Q63,Mathematics,[Mathematics Item #63] Choose the correct statement regarding propositional logic assertion S: ((P ∧ Q) → R) → ((P ∧ Q) → (Q → R)). (Variant B2),Remember,0.98,1,state,Medium,27
BANK_0664,Q64,Mathematics,[Mathematics Item #64] Let p and q be two propositions. Determine if S1: (¬p ∧ (p ∨ q)) → q is a tautology. (Variant B2),Apply,0.98,3,determine,Medium,25
BANK_0665,Q65,Mathematics,[Mathematics Item #65] Which one of the predicate formulae is NOT logically valid? (Variant B2),Understand,0.5,2,N/A,Easy,15
BANK_0666,Q66,Mathematics,[Mathematics Item #66] Which one of the Boolean expressions is NOT a tautology? (Variant B2),Understand,0.5,2,N/A,Easy,15
BANK_0667,Q67,Mathematics,[Mathematics Item #67] The statement (¬p) ⇒ (¬q) is logically equivalent to which statement? (Variant B2),Remember,0.98,1,state,Easy,16
BANK_0668,Q68,Mathematics,[Mathematics Item #68] Consider the statement 'Not all that glitters is gold'. Represent this statement using first-order logic predicates. (Variant B2),Remember,0.98,1,state,Medium,21
BANK_0669,Q69,Mathematics,[Mathematics Item #69] What is the logical translation of 'None of my friends are perfect'? (Variant B2),Remember,0.98,1,what is,Easy,17
BANK_0670,Q70,Mathematics,"[Mathematics Item #70] Let P be a partial order defined on set {1,2,3,4}. Calculate the number of total orders that contain P. (Variant B2)",Apply,0.6,3,calculate,Medium,24
BANK_0671,Q71,Mathematics,"[Mathematics Item #71] Let S be a set of 10 elements. Find the number of tuples (A,B) such that A and B are subsets of S and A ⊆ B. (Variant B2)",Understand,0.5,2,N/A,Medium,32
BANK_0672,Q72,Mathematics,"[Mathematics Item #72] Find the symmetric difference of sets A={1,2,3,4,5,6,7,8} and B={1,3,5,6,7,8,9}. (Variant B2)",Understand,0.5,2,N/A,Easy,14
BANK_0673,Q73,Mathematics,"[Mathematics Item #73] Calculate the cardinality of the power set of {0, 1, 2, ..., 10}. (Variant B2)",Apply,0.98,3,calculate,Medium,18
BANK_0674,Q74,Mathematics,[Mathematics Item #74] What is the possible number of reflexive relations on a set of 5 elements? (Variant B2),Remember,0.98,1,what is,Easy,19
BANK_0675,Q75,Mathematics,[Mathematics Item #75] Find the number of integers between 1 and 500 that are divisible by 3 or 5 or 7 using inclusion-exclusion. (Variant B2),Understand,0.5,2,N/A,Medium,25
BANK_0676,Q76,Mathematics,[Mathematics Item #76] How many distinct positive integral factors does 2014 have? (Variant B2),Understand,0.5,2,N/A,Easy,14
BANK_0677,Q77,Mathematics,[Mathematics Item #77] In how many ways can 5 blue balls and 5 red balls be distributed into n distinct boxes? (Variant B2),Understand,0.5,2,N/A,Medium,23
BANK_0678,Q78,Mathematics,[Mathematics Item #78] Two fair dice are rolled simultaneously. What is the probability of getting a sum equal to 7? (Variant B2),Remember,0.98,1,what is,Medium,22
BANK_0679,Q79,Mathematics,[Mathematics Item #79] A bag contains 10 red balls and 15 blue balls. Two balls are drawn without replacement. Calculate probability both are red. (Variant B2),Apply,0.98,3,calculate,Medium,26
BANK_0680,Q80,Mathematics,[Mathematics Item #80] Let X be a random variable with Poisson distribution mean 3. Find the probability P(X < 3). (Variant B2),Understand,0.5,2,N/A,Medium,22
BANK_0681,Q81,Mathematics,[Mathematics Item #81] Evaluate the limit lim x->0 (x^3 - sin(x)) / x^3 using L'Hopital's Rule. (Variant B2),Evaluate,0.98,5,evaluate,Hard,18
BANK_0682,Q82,Mathematics,[Mathematics Item #82] Find the local maxima and minima of function f(x) = x^3 - 6x^2 + 9x + 15. (Variant B2),Understand,0.5,2,N/A,Medium,22
BANK_0683,Q83,Mathematics,[Mathematics Item #83] Let A be an n x n idempotent matrix (A^2 = A). Prove that rank(A) = trace(A). (Variant B2),Understand,0.5,2,N/A,Medium,22
BANK_0684,Q84,Mathematics,[Mathematics Item #84] Calculate the chromatic number of a complete graph K_n. (Variant B2),Apply,0.98,3,calculate,Medium,14
BANK_0685,Q85,Mathematics,"[Mathematics Item #85] Prove that in every undirected graph, the number of vertices with odd degree is even. (Variant B2)",Understand,0.5,2,N/A,Medium,20
BANK_0686,Q86,Mathematics,[Mathematics Item #86] Show that the language L = {a^n b^n | n >= 0} is not regular using the pumping lemma. (Variant B2),Understand,0.5,2,N/A,Medium,24
BANK_0687,Q87,Mathematics,[Mathematics Item #87] Find the inverse of a 3x3 matrix A using Gaussian elimination. (Variant B2),Understand,0.5,2,N/A,Easy,16
BANK_0688,Q88,Mathematics,[Mathematics Item #88] Define Bayes' Theorem and calculate posterior probability given prior distributions. (Variant B2),Apply,0.6,3,calculate,Medium,15
BANK_0689,Q89,Mathematics,[Mathematics Item #89] Calculate the number of spanning trees in a complete graph with 5 vertices using Cayley's formula. (Variant B2),Apply,0.98,3,calculate,Medium,21
BANK_0690,Q90,Mathematics,[Mathematics Item #90] Solve the recurrence relation T(n) = 2T(n/2) + O(n) using the Master Theorem. (Variant B2),Apply,0.98,3,solve,Medium,18
BANK_0691,Q91,Mathematics,[Mathematics Item #91] Let p and q be propositions. Represent 'Fail grade cannot be given when student scores more than 50% marks' in propositional logic. (Variant B3),Remember,0.98,1,when,Medium,27
BANK_0692,Q92,Mathematics,"[Mathematics Item #92] Geetha has a conjecture about integers of the form ∀x[P(x) ⇒ ∃y Q(x,y)]. Which option implies this conjecture? (Variant B3)",Understand,0.5,2,N/A,Medium,23
BANK_0693,Q93,Mathematics,[Mathematics Item #93] Choose the correct statement regarding propositional logic assertion S: ((P ∧ Q) → R) → ((P ∧ Q) → (Q → R)). (Variant B3),Remember,0.98,1,state,Medium,27
BANK_0694,Q94,Mathematics,[Mathematics Item #94] Let p and q be two propositions. Determine if S1: (¬p ∧ (p ∨ q)) → q is a tautology. (Variant B3),Apply,0.98,3,determine,Medium,25
BANK_0695,Q95,Mathematics,[Mathematics Item #95] Which one of the predicate formulae is NOT logically valid? (Variant B3),Understand,0.5,2,N/A,Easy,15
BANK_0696,Q96,Mathematics,[Mathematics Item #96] Which one of the Boolean expressions is NOT a tautology? (Variant B3),Understand,0.5,2,N/A,Easy,15
BANK_0697,Q97,Mathematics,[Mathematics Item #97] The statement (¬p) ⇒ (¬q) is logically equivalent to which statement? (Variant B3),Remember,0.98,1,state,Easy,16
BANK_0698,Q98,Mathematics,[Mathematics Item #98] Consider the statement 'Not all that glitters is gold'. Represent this statement using first-order logic predicates. (Variant B3),Remember,0.98,1,state,Medium,21
BANK_0699,Q99,Mathematics,[Mathematics Item #99] What is the logical translation of 'None of my friends are perfect'? (Variant B3),Remember,0.98,1,what is,Easy,17
BANK_0700,Q100,Mathematics,"[Mathematics Item #100] Let P be a partial order defined on set {1,2,3,4}. Calculate the number of total orders that contain P. (Variant B3)",Apply,0.6,3,calculate,Medium,24
BANK_0701,Q101,Mathematics,"[Mathematics Item #101] Let S be a set of 10 elements. Find the number of tuples (A,B) such that A and B are subsets of S and A ⊆ B. (Variant B3)",Understand,0.5,2,N/A,Medium,32
BANK_0702,Q102,Mathematics,"[Mathematics Item #102] Find the symmetric difference of sets A={1,2,3,4,5,6,7,8} and B={1,3,5,6,7,8,9}. (Variant B3)",Understand,0.5,2,N/A,Easy,14
BANK_0703,Q103,Mathematics,"[Mathematics Item #103] Calculate the cardinality of the power set of {0, 1, 2, ..., 10}. (Variant B3)",Apply,0.98,3,calculate,Medium,18
BANK_0704,Q104,Mathematics,[Mathematics Item #104] What is the possible number of reflexive relations on a set of 5 elements? (Variant B3),Remember,0.98,1,what is,Easy,19
BANK_0705,Q105,Mathematics,[Mathematics Item #105] Find the number of integers between 1 and 500 that are divisible by 3 or 5 or 7 using inclusion-exclusion. (Variant B3),Understand,0.5,2,N/A,Medium,25
BANK_0706,Q106,Mathematics,[Mathematics Item #106] How many distinct positive integral factors does 2014 have? (Variant B3),Understand,0.5,2,N/A,Easy,14
BANK_0707,Q107,Mathematics,[Mathematics Item #107] In how many ways can 5 blue balls and 5 red balls be distributed into n distinct boxes? (Variant B3),Understand,0.5,2,N/A,Medium,23
BANK_0708,Q108,Mathematics,[Mathematics Item #108] Two fair dice are rolled simultaneously. What is the probability of getting a sum equal to 7? (Variant B3),Remember,0.98,1,what is,Medium,22
BANK_0709,Q109,Mathematics,[Mathematics Item #109] A bag contains 10 red balls and 15 blue balls. Two balls are drawn without replacement. Calculate probability both are red. (Variant B3),Apply,0.98,3,calculate,Medium,26
BANK_0710,Q110,Mathematics,[Mathematics Item #110] Let X be a random variable with Poisson distribution mean 3. Find the probability P(X < 3). (Variant B3),Understand,0.5,2,N/A,Medium,22
BANK_0711,Q111,Mathematics,[Mathematics Item #111] Evaluate the limit lim x->0 (x^3 - sin(x)) / x^3 using L'Hopital's Rule. (Variant B3),Evaluate,0.98,5,evaluate,Hard,18
BANK_0712,Q112,Mathematics,[Mathematics Item #112] Find the local maxima and minima of function f(x) = x^3 - 6x^2 + 9x + 15. (Variant B3),Understand,0.5,2,N/A,Medium,22
BANK_0713,Q113,Mathematics,[Mathematics Item #113] Let A be an n x n idempotent matrix (A^2 = A). Prove that rank(A) = trace(A). (Variant B3),Understand,0.5,2,N/A,Medium,22
BANK_0714,Q114,Mathematics,[Mathematics Item #114] Calculate the chromatic number of a complete graph K_n. (Variant B3),Apply,0.98,3,calculate,Medium,14
BANK_0715,Q115,Mathematics,"[Mathematics Item #115] Prove that in every undirected graph, the number of vertices with odd degree is even. (Variant B3)",Understand,0.5,2,N/A,Medium,20
BANK_0716,Q116,Mathematics,[Mathematics Item #116] Show that the language L = {a^n b^n | n >= 0} is not regular using the pumping lemma. (Variant B3),Understand,0.5,2,N/A,Medium,24
BANK_0717,Q117,Mathematics,[Mathematics Item #117] Find the inverse of a 3x3 matrix A using Gaussian elimination. (Variant B3),Understand,0.5,2,N/A,Easy,16
BANK_0718,Q118,Mathematics,[Mathematics Item #118] Define Bayes' Theorem and calculate posterior probability given prior distributions. (Variant B3),Apply,0.6,3,calculate,Medium,15
BANK_0719,Q119,Mathematics,[Mathematics Item #119] Calculate the number of spanning trees in a complete graph with 5 vertices using Cayley's formula. (Variant B3),Apply,0.98,3,calculate,Medium,21
BANK_0720,Q120,Mathematics,[Mathematics Item #120] Solve the recurrence relation T(n) = 2T(n/2) + O(n) using the Master Theorem. (Variant B3),Apply,0.98,3,solve,Medium,18
BANK_0721,Q121,Mathematics,[Mathematics Item #121] Let p and q be propositions. Represent 'Fail grade cannot be given when student scores more than 50% marks' in propositional logic. (Variant B4),Remember,0.98,1,when,Medium,27
BANK_0722,Q122,Mathematics,"[Mathematics Item #122] Geetha has a conjecture about integers of the form ∀x[P(x) ⇒ ∃y Q(x,y)]. Which option implies this conjecture? (Variant B4)",Understand,0.5,2,N/A,Medium,23
BANK_0723,Q123,Mathematics,[Mathematics Item #123] Choose the correct statement regarding propositional logic assertion S: ((P ∧ Q) → R) → ((P ∧ Q) → (Q → R)). (Variant B4),Remember,0.98,1,state,Medium,27
BANK_0724,Q124,Mathematics,[Mathematics Item #124] Let p and q be two propositions. Determine if S1: (¬p ∧ (p ∨ q)) → q is a tautology. (Variant B4),Apply,0.98,3,determine,Medium,25
BANK_0725,Q125,Mathematics,[Mathematics Item #125] Which one of the predicate formulae is NOT logically valid? (Variant B4),Understand,0.5,2,N/A,Easy,15
BANK_0726,Q126,Mathematics,[Mathematics Item #126] Which one of the Boolean expressions is NOT a tautology? (Variant B4),Understand,0.5,2,N/A,Easy,15
BANK_0727,Q127,Mathematics,[Mathematics Item #127] The statement (¬p) ⇒ (¬q) is logically equivalent to which statement? (Variant B4),Remember,0.98,1,state,Easy,16
BANK_0728,Q128,Mathematics,[Mathematics Item #128] Consider the statement 'Not all that glitters is gold'. Represent this statement using first-order logic predicates. (Variant B4),Remember,0.98,1,state,Medium,21
BANK_0729,Q129,Mathematics,[Mathematics Item #129] What is the logical translation of 'None of my friends are perfect'? (Variant B4),Remember,0.98,1,what is,Easy,17
BANK_0730,Q130,Mathematics,"[Mathematics Item #130] Let P be a partial order defined on set {1,2,3,4}. Calculate the number of total orders that contain P. (Variant B4)",Apply,0.6,3,calculate,Medium,24
BANK_0731,Q131,Mathematics,"[Mathematics Item #131] Let S be a set of 10 elements. Find the number of tuples (A,B) such that A and B are subsets of S and A ⊆ B. (Variant B4)",Understand,0.5,2,N/A,Medium,32
BANK_0732,Q132,Mathematics,"[Mathematics Item #132] Find the symmetric difference of sets A={1,2,3,4,5,6,7,8} and B={1,3,5,6,7,8,9}. (Variant B4)",Understand,0.5,2,N/A,Easy,14
BANK_0733,Q133,Mathematics,"[Mathematics Item #133] Calculate the cardinality of the power set of {0, 1, 2, ..., 10}. (Variant B4)",Apply,0.98,3,calculate,Medium,18
BANK_0734,Q134,Mathematics,[Mathematics Item #134] What is the possible number of reflexive relations on a set of 5 elements? (Variant B4),Remember,0.98,1,what is,Easy,19
BANK_0735,Q135,Mathematics,[Mathematics Item #135] Find the number of integers between 1 and 500 that are divisible by 3 or 5 or 7 using inclusion-exclusion. (Variant B4),Understand,0.5,2,N/A,Medium,25
BANK_0736,Q136,Mathematics,[Mathematics Item #136] How many distinct positive integral factors does 2014 have? (Variant B4),Understand,0.5,2,N/A,Easy,14
BANK_0737,Q137,Mathematics,[Mathematics Item #137] In how many ways can 5 blue balls and 5 red balls be distributed into n distinct boxes? (Variant B4),Understand,0.5,2,N/A,Medium,23
BANK_0738,Q138,Mathematics,[Mathematics Item #138] Two fair dice are rolled simultaneously. What is the probability of getting a sum equal to 7? (Variant B4),Remember,0.98,1,what is,Medium,22
BANK_0739,Q139,Mathematics,[Mathematics Item #139] A bag contains 10 red balls and 15 blue balls. Two balls are drawn without replacement. Calculate probability both are red. (Variant B4),Apply,0.98,3,calculate,Medium,26
BANK_0740,Q140,Mathematics,[Mathematics Item #140] Let X be a random variable with Poisson distribution mean 3. Find the probability P(X < 3). (Variant B4),Understand,0.5,2,N/A,Medium,22
BANK_0741,Q141,Mathematics,[Mathematics Item #141] Evaluate the limit lim x->0 (x^3 - sin(x)) / x^3 using L'Hopital's Rule. (Variant B4),Evaluate,0.98,5,evaluate,Hard,18
BANK_0742,Q142,Mathematics,[Mathematics Item #142] Find the local maxima and minima of function f(x) = x^3 - 6x^2 + 9x + 15. (Variant B4),Understand,0.5,2,N/A,Medium,22
BANK_0743,Q143,Mathematics,[Mathematics Item #143] Let A be an n x n idempotent matrix (A^2 = A). Prove that rank(A) = trace(A). (Variant B4),Understand,0.5,2,N/A,Medium,22
BANK_0744,Q144,Mathematics,[Mathematics Item #144] Calculate the chromatic number of a complete graph K_n. (Variant B4),Apply,0.98,3,calculate,Medium,14
BANK_0745,Q145,Mathematics,"[Mathematics Item #145] Prove that in every undirected graph, the number of vertices with odd degree is even. (Variant B4)",Understand,0.5,2,N/A,Medium,20
BANK_0746,Q146,Mathematics,[Mathematics Item #146] Show that the language L = {a^n b^n | n >= 0} is not regular using the pumping lemma. (Variant B4),Understand,0.5,2,N/A,Medium,24
BANK_0747,Q147,Mathematics,[Mathematics Item #147] Find the inverse of a 3x3 matrix A using Gaussian elimination. (Variant B4),Understand,0.5,2,N/A,Easy,16
BANK_0748,Q148,Mathematics,[Mathematics Item #148] Define Bayes' Theorem and calculate posterior probability given prior distributions. (Variant B4),Apply,0.6,3,calculate,Medium,15
BANK_0749,Q149,Mathematics,[Mathematics Item #149] Calculate the number of spanning trees in a complete graph with 5 vertices using Cayley's formula. (Variant B4),Apply,0.98,3,calculate,Medium,21
BANK_0750,Q150,Mathematics,[Mathematics Item #150] Solve the recurrence relation T(n) = 2T(n/2) + O(n) using the Master Theorem. (Variant B4),Apply,0.98,3,solve,Medium,18
BANK_0751,Q151,Mathematics,[Mathematics Item #151] Let p and q be propositions. Represent 'Fail grade cannot be given when student scores more than 50% marks' in propositional logic. (Variant B5),Remember,0.98,1,when,Medium,27
BANK_0752,Q152,Mathematics,"[Mathematics Item #152] Geetha has a conjecture about integers of the form ∀x[P(x) ⇒ ∃y Q(x,y)]. Which option implies this conjecture? (Variant B5)",Understand,0.5,2,N/A,Medium,23
BANK_0753,Q153,Mathematics,[Mathematics Item #153] Choose the correct statement regarding propositional logic assertion S: ((P ∧ Q) → R) → ((P ∧ Q) → (Q → R)). (Variant B5),Remember,0.98,1,state,Medium,27
BANK_0754,Q154,Mathematics,[Mathematics Item #154] Let p and q be two propositions. Determine if S1: (¬p ∧ (p ∨ q)) → q is a tautology. (Variant B5),Apply,0.98,3,determine,Medium,25
BANK_0755,Q155,Mathematics,[Mathematics Item #155] Which one of the predicate formulae is NOT logically valid? (Variant B5),Understand,0.5,2,N/A,Easy,15
BANK_0756,Q156,Mathematics,[Mathematics Item #156] Which one of the Boolean expressions is NOT a tautology? (Variant B5),Understand,0.5,2,N/A,Easy,15
BANK_0757,Q157,Mathematics,[Mathematics Item #157] The statement (¬p) ⇒ (¬q) is logically equivalent to which statement? (Variant B5),Remember,0.98,1,state,Easy,16
BANK_0758,Q158,Mathematics,[Mathematics Item #158] Consider the statement 'Not all that glitters is gold'. Represent this statement using first-order logic predicates. (Variant B5),Remember,0.98,1,state,Medium,21
BANK_0759,Q159,Mathematics,[Mathematics Item #159] What is the logical translation of 'None of my friends are perfect'? (Variant B5),Remember,0.98,1,what is,Easy,17
BANK_0760,Q160,Mathematics,"[Mathematics Item #160] Let P be a partial order defined on set {1,2,3,4}. Calculate the number of total orders that contain P. (Variant B5)",Apply,0.6,3,calculate,Medium,24
BANK_0761,Q161,Mathematics,"[Mathematics Item #161] Let S be a set of 10 elements. Find the number of tuples (A,B) such that A and B are subsets of S and A ⊆ B. (Variant B5)",Understand,0.5,2,N/A,Medium,32
BANK_0762,Q162,Mathematics,"[Mathematics Item #162] Find the symmetric difference of sets A={1,2,3,4,5,6,7,8} and B={1,3,5,6,7,8,9}. (Variant B5)",Understand,0.5,2,N/A,Easy,14
BANK_0763,Q163,Mathematics,"[Mathematics Item #163] Calculate the cardinality of the power set of {0, 1, 2, ..., 10}. (Variant B5)",Apply,0.98,3,calculate,Medium,18
BANK_0764,Q164,Mathematics,[Mathematics Item #164] What is the possible number of reflexive relations on a set of 5 elements? (Variant B5),Remember,0.98,1,what is,Easy,19
BANK_0765,Q165,Mathematics,[Mathematics Item #165] Find the number of integers between 1 and 500 that are divisible by 3 or 5 or 7 using inclusion-exclusion. (Variant B5),Understand,0.5,2,N/A,Medium,25
BANK_0766,Q166,Mathematics,[Mathematics Item #166] How many distinct positive integral factors does 2014 have? (Variant B5),Understand,0.5,2,N/A,Easy,14
BANK_0767,Q167,Mathematics,[Mathematics Item #167] In how many ways can 5 blue balls and 5 red balls be distributed into n distinct boxes? (Variant B5),Understand,0.5,2,N/A,Medium,23
BANK_0768,Q168,Mathematics,[Mathematics Item #168] Two fair dice are rolled simultaneously. What is the probability of getting a sum equal to 7? (Variant B5),Remember,0.98,1,what is,Medium,22
BANK_0769,Q169,Mathematics,[Mathematics Item #169] A bag contains 10 red balls and 15 blue balls. Two balls are drawn without replacement. Calculate probability both are red. (Variant B5),Apply,0.98,3,calculate,Medium,26
BANK_0770,Q170,Mathematics,[Mathematics Item #170] Let X be a random variable with Poisson distribution mean 3. Find the probability P(X < 3). (Variant B5),Understand,0.5,2,N/A,Medium,22
BANK_0771,Q171,Mathematics,[Mathematics Item #171] Evaluate the limit lim x->0 (x^3 - sin(x)) / x^3 using L'Hopital's Rule. (Variant B5),Evaluate,0.98,5,evaluate,Hard,18
BANK_0772,Q172,Mathematics,[Mathematics Item #172] Find the local maxima and minima of function f(x) = x^3 - 6x^2 + 9x + 15. (Variant B5),Understand,0.5,2,N/A,Medium,22
BANK_0773,Q173,Mathematics,[Mathematics Item #173] Let A be an n x n idempotent matrix (A^2 = A). Prove that rank(A) = trace(A). (Variant B5),Understand,0.5,2,N/A,Medium,22
BANK_0774,Q174,Mathematics,[Mathematics Item #174] Calculate the chromatic number of a complete graph K_n. (Variant B5),Apply,0.98,3,calculate,Medium,14
BANK_0775,Q175,Mathematics,"[Mathematics Item #175] Prove that in every undirected graph, the number of vertices with odd degree is even. (Variant B5)",Understand,0.5,2,N/A,Medium,20
BANK_0776,Q176,Mathematics,[Mathematics Item #176] Show that the language L = {a^n b^n | n >= 0} is not regular using the pumping lemma. (Variant B5),Understand,0.5,2,N/A,Medium,24
BANK_0777,Q177,Mathematics,[Mathematics Item #177] Find the inverse of a 3x3 matrix A using Gaussian elimination. (Variant B5),Understand,0.5,2,N/A,Easy,16
BANK_0778,Q178,Mathematics,[Mathematics Item #178] Define Bayes' Theorem and calculate posterior probability given prior distributions. (Variant B5),Apply,0.6,3,calculate,Medium,15
BANK_0779,Q179,Mathematics,[Mathematics Item #179] Calculate the number of spanning trees in a complete graph with 5 vertices using Cayley's formula. (Variant B5),Apply,0.98,3,calculate,Medium,21
BANK_0780,Q180,Mathematics,[Mathematics Item #180] Solve the recurrence relation T(n) = 2T(n/2) + O(n) using the Master Theorem. (Variant B5),Apply,0.98,3,solve,Medium,18
BANK_0781,Q181,Mathematics,[Mathematics Item #181] Let p and q be propositions. Represent 'Fail grade cannot be given when student scores more than 50% marks' in propositional logic. (Variant B6),Remember,0.98,1,when,Medium,27
BANK_0782,Q182,Mathematics,"[Mathematics Item #182] Geetha has a conjecture about integers of the form ∀x[P(x) ⇒ ∃y Q(x,y)]. Which option implies this conjecture? (Variant B6)",Understand,0.5,2,N/A,Medium,23
BANK_0783,Q183,Mathematics,[Mathematics Item #183] Choose the correct statement regarding propositional logic assertion S: ((P ∧ Q) → R) → ((P ∧ Q) → (Q → R)). (Variant B6),Remember,0.98,1,state,Medium,27
BANK_0784,Q184,Mathematics,[Mathematics Item #184] Let p and q be two propositions. Determine if S1: (¬p ∧ (p ∨ q)) → q is a tautology. (Variant B6),Apply,0.98,3,determine,Medium,25
BANK_0785,Q185,Mathematics,[Mathematics Item #185] Which one of the predicate formulae is NOT logically valid? (Variant B6),Understand,0.5,2,N/A,Easy,15
BANK_0786,Q186,Mathematics,[Mathematics Item #186] Which one of the Boolean expressions is NOT a tautology? (Variant B6),Understand,0.5,2,N/A,Easy,15
BANK_0787,Q187,Mathematics,[Mathematics Item #187] The statement (¬p) ⇒ (¬q) is logically equivalent to which statement? (Variant B6),Remember,0.98,1,state,Easy,16
BANK_0788,Q188,Mathematics,[Mathematics Item #188] Consider the statement 'Not all that glitters is gold'. Represent this statement using first-order logic predicates. (Variant B6),Remember,0.98,1,state,Medium,21
BANK_0789,Q189,Mathematics,[Mathematics Item #189] What is the logical translation of 'None of my friends are perfect'? (Variant B6),Remember,0.98,1,what is,Easy,17
BANK_0790,Q190,Mathematics,"[Mathematics Item #190] Let P be a partial order defined on set {1,2,3,4}. Calculate the number of total orders that contain P. (Variant B6)",Apply,0.6,3,calculate,Medium,24
BANK_0791,Q191,Mathematics,"[Mathematics Item #191] Let S be a set of 10 elements. Find the number of tuples (A,B) such that A and B are subsets of S and A ⊆ B. (Variant B6)",Understand,0.5,2,N/A,Medium,32
BANK_0792,Q192,Mathematics,"[Mathematics Item #192] Find the symmetric difference of sets A={1,2,3,4,5,6,7,8} and B={1,3,5,6,7,8,9}. (Variant B6)",Understand,0.5,2,N/A,Easy,14
BANK_0793,Q193,Mathematics,"[Mathematics Item #193] Calculate the cardinality of the power set of {0, 1, 2, ..., 10}. (Variant B6)",Apply,0.98,3,calculate,Medium,18
BANK_0794,Q194,Mathematics,[Mathematics Item #194] What is the possible number of reflexive relations on a set of 5 elements? (Variant B6),Remember,0.98,1,what is,Easy,19
BANK_0795,Q195,Mathematics,[Mathematics Item #195] Find the number of integers between 1 and 500 that are divisible by 3 or 5 or 7 using inclusion-exclusion. (Variant B6),Understand,0.5,2,N/A,Medium,25
BANK_0796,Q196,Mathematics,[Mathematics Item #196] How many distinct positive integral factors does 2014 have? (Variant B6),Understand,0.5,2,N/A,Easy,14
BANK_0797,Q197,Mathematics,[Mathematics Item #197] In how many ways can 5 blue balls and 5 red balls be distributed into n distinct boxes? (Variant B6),Understand,0.5,2,N/A,Medium,23
BANK_0798,Q198,Mathematics,[Mathematics Item #198] Two fair dice are rolled simultaneously. What is the probability of getting a sum equal to 7? (Variant B6),Remember,0.98,1,what is,Medium,22
BANK_0799,Q199,Mathematics,[Mathematics Item #199] A bag contains 10 red balls and 15 blue balls. Two balls are drawn without replacement. Calculate probability both are red. (Variant B6),Apply,0.98,3,calculate,Medium,26
